#name	chrom	txStart	name2
NM_001318093	chr5	115177302	AP3S1
NM_001318094	chr5	115177302	AP3S1
NM_001164469	chr5	114914192	TMED7-TICAM2
NM_001164468	chr5	114914192	TMED7-TICAM2
NM_001002924	chr5	115177302	AP3S1
NM_020796	chr5	115779250	SEMA6A
NM_016144	chr5	115420672	COMMD10
NM_001308080	chr5	115421158	COMMD10
NM_001300780	chr5	115779250	SEMA6A
NR_046089	chr5	116751207	LINC00992
NM_001308081	chr5	118171768	DTWD2
NM_173666	chr5	118171768	DTWD2
NR_134250	chr5	118347497	LOC105379143
NR_134249	chr5	118332006	LOC105379143
NR_104610	chr5	117686666	LINC02208
NM_001286817	chr5	118604386	TNFAIP8
NM_001286815	chr5	118604386	TNFAIP8
NM_001077654	chr5	118604386	TNFAIP8
NM_001300783	chr5	119799972	PRR16
NM_016644	chr5	119799972	PRR16
NM_001308087	chr5	119801325	PRR16
NM_001308088	chr5	119867158	PRR16
NM_001195535	chr5	121495870	LOC100505841
NM_003100	chr5	122110690	SNX2
NM_014035	chr5	122181159	SNX24
NR_131761	chr5	121726783	SNCAIP
NM_005460	chr5	121647763	SNCAIP
NM_001242935	chr5	121647763	SNCAIP
NR_131762	chr5	121647385	SNCAIP
NM_001308106	chr5	121726783	SNCAIP
NM_001308105	chr5	121726783	SNCAIP
NM_001308100	chr5	121647763	SNCAIP
NR_109881	chr5	121964646	LINC02201
NM_001308109	chr5	121647763	SNCAIP
NM_001308108	chr5	121726783	SNCAIP
NM_001308107	chr5	121647763	SNCAIP
NM_001278199	chr5	122110690	SNX2
NM_001270572	chr5	122881110	CSNK1G3
NM_001270573	chr5	122847792	CSNK1G3
NM_001270574	chr5	122847792	CSNK1G3
NM_001044723	chr5	122881110	CSNK1G3
NM_004384	chr5	122881110	CSNK1G3
NM_001031812	chr5	122847792	CSNK1G3
NM_020747	chr5	123972609	ZNF608
NR_109882	chr5	124372523	LOC101927421
NR_109887	chr5	124828953	LOC101927460
NM_001308119	chr5	126626455	MEGF10
NR_134485	chr5	126087654	LOC102723557
NM_032177	chr5	125936606	PHAX
NM_001256545	chr5	126626455	MEGF10
NM_032446	chr5	126626455	MEGF10
NM_001308121	chr5	126626455	MEGF10
NM_178450	chr5	126203405	MARCH3
NM_001317938	chr5	127039080	CCDC192
NM_001999	chr5	127593600	FBN2
NR_015360	chr5	127357243	LINC01184
NM_001317984	chr5	128300819	SLC27A6
NM_001017372	chr5	128300819	SLC27A6
NM_014031	chr5	128300819	SLC27A6
NM_175856	chr5	129240522	CHSY3
NM_001038702	chr5	130599701	CDC42SE2
NM_020240	chr5	130599701	CDC42SE2
NM_001164386	chr5	130759613	RAPGEF6
NM_001164387	chr5	130759613	RAPGEF6
NM_001164388	chr5	130759613	RAPGEF6
NM_016340	chr5	130759613	RAPGEF6
NM_001164389	chr5	130771516	RAPGEF6
NM_001164390	chr5	130799307	RAPGEF6
NM_003060	chr5	131705400	SLC22A5
NM_001205251	chr5	131285666	ACSL6
NM_001009185	chr5	131285666	ACSL6
NM_001205247	chr5	131285666	ACSL6
NM_015256	chr5	131285666	ACSL6
NM_001205248	chr5	131285666	ACSL6
NM_001205250	chr5	131285666	ACSL6
NM_001131027	chr5	131593350	PDLIM4
NM_003687	chr5	131593350	PDLIM4
NR_132126	chr5	131973739	TH2LCRR
NR_132125	chr5	131973739	TH2LCRR
NM_001308122	chr5	131705400	SLC22A5
NM_001303622	chr5	131142683	MEIKIN
NM_015082	chr5	132532151	FSTL4
NM_014423	chr5	132211070	AFF4
NM_001300853	chr5	133634114	CDKL3
NM_001113575	chr5	133634114	CDKL3
NM_001745	chr5	134074169	CAMLG
NM_016103	chr5	133936838	SAR1B
NM_016508	chr5	133643691	CDKL3
NM_020199	chr5	133291197	C5orf15
NM_001033503	chr5	133936838	SAR1B
NM_001277348	chr5	134368969	C5orf66
NM_001167576	chr5	135548998	TRPC7
NM_001167577	chr5	135548998	TRPC7
NM_020389	chr5	135548998	TRPC7
NR_024418	chr5	135527155	LOC389332
NM_000358	chr5	135364583	TGFBI
NM_001257194	chr5	136953188	KLHL3
NM_001257195	chr5	136953188	KLHL3
NM_001258448	chr5	137225124	PKD2L2
NM_001258449	chr5	137225124	PKD2L2
NM_017415	chr5	136953188	KLHL3
NM_014386	chr5	137225124	PKD2L2
NM_001300921	chr5	137225124	PKD2L2
NM_001318098	chr5	137620953	CDC25C
NM_016604	chr5	137688284	KDM3B
NM_001300961	chr5	137492572	BRD8
NM_001790	chr5	137620953	CDC25C
NM_001323986	chr5	138089074	CTNNA1
NM_001323985	chr5	138089074	CTNNA1
NM_001323984	chr5	138089074	CTNNA1
NM_001323983	chr5	138089510	CTNNA1
NM_001323982	chr5	138089074	CTNNA1
NM_001164326	chr5	137492572	BRD8
NM_001300962	chr5	137492572	BRD8
NM_006696	chr5	137492572	BRD8
NM_022809	chr5	137620953	CDC25C
NM_139199	chr5	137475458	BRD8
NM_001300966	chr5	137492572	BRD8
NM_001287582	chr5	137620953	CDC25C
NM_001287583	chr5	137620953	CDC25C
NM_001903	chr5	138089074	CTNNA1
NM_001290309	chr5	138089074	CTNNA1
NM_001290310	chr5	138089074	CTNNA1
NM_001290307	chr5	138089074	CTNNA1
NM_001077693	chr5	138784242	ECSCR
NM_001293739	chr5	138784242	ECSCR
NR_121659	chr5	138784242	ECSCR
NM_001184935	chr5	139226363	NRG2
NM_004883	chr5	139226363	NRG2
NM_013981	chr5	139226363	NRG2
NM_013982	chr5	139226363	NRG2
NM_013983	chr5	139226363	NRG2
NM_032289	chr5	139175405	PSD2
NM_018900	chr5	140165720	PCDHA1
NM_018899	chr5	140345746	PCDHAC2
NM_018909	chr5	140207506	PCDHA6
NM_018910	chr5	140213968	PCDHA7
NM_018908	chr5	140201360	PCDHA5
NM_018898	chr5	140306301	PCDHAC1
NM_018907	chr5	140186658	PCDHA4
NM_018906	chr5	140180782	PCDHA3
NM_018911	chr5	140220906	PCDHA8
NM_001945	chr5	139712427	HBEGF
NM_032412	chr5	139554652	CYSTM1
NM_031857	chr5	140227356	PCDHA9
NM_018905	chr5	140174443	PCDHA2
NM_018904	chr5	140261853	PCDHA13
NM_018903	chr5	140254886	PCDHA12
NM_018901	chr5	140235467	PCDHA10
NM_031411	chr5	140165720	PCDHA1
NM_031849	chr5	140207506	PCDHA6
NM_017747	chr5	139781398	ANKHD1
NM_020690	chr5	139781398	ANKHD1-EIF4EBP3
NM_018902	chr5	140247097	PCDHA11
NM_031860	chr5	140235467	PCDHA10
NM_018923	chr5	140739702	PCDHGB2
NM_003736	chr5	140767451	PCDHGB4
NM_022481	chr5	141032967	ARAP3
NM_001079812	chr5	140894587	DIAPH1
NM_018922	chr5	140729827	PCDHGB1
NM_018912	chr5	140710251	PCDHGA1
NM_018918	chr5	140743897	PCDHGA5
NM_018916	chr5	140723600	PCDHGA3
NM_018915	chr5	140718326	PCDHGA2
NM_018919	chr5	140753650	PCDHGA6
NM_018920	chr5	140762305	PCDHGA7
NM_018917	chr5	140734591	PCDHGA4
NM_005219	chr5	140894587	DIAPH1
NM_001314007	chr5	140894587	DIAPH1
NM_018924	chr5	140749830	PCDHGB3
NR_120664	chr5	141704857	LOC101926941
NM_000176	chr5	142657495	NR3C1
NM_001020825	chr5	142657495	NR3C1
NM_001024094	chr5	142657495	NR3C1
NM_001204258	chr5	142657495	NR3C1
NM_001204259	chr5	142657495	NR3C1
NM_001204260	chr5	142657495	NR3C1
NM_001204261	chr5	142657495	NR3C1
NM_001204262	chr5	142657495	NR3C1
NM_001204263	chr5	142657495	NR3C1
NM_001204264	chr5	142657495	NR3C1
NM_001018076	chr5	142657495	NR3C1
NM_001018074	chr5	142657495	NR3C1
NM_001018075	chr5	142657495	NR3C1
NM_001018077	chr5	142657495	NR3C1
NM_001204265	chr5	142673442	NR3C1
NM_152550	chr5	145316125	SH3RF2
NM_018989	chr5	145583162	RBM27
NM_181677	chr5	145969067	PPP2R2B
NM_181676	chr5	145969067	PPP2R2B
NM_001271899	chr5	145969066	PPP2R2B
NR_073527	chr5	145969066	PPP2R2B
NR_073526	chr5	145969066	PPP2R2B
NM_006706	chr5	145826872	TCERG1
NM_181674	chr5	145969067	PPP2R2B
NM_181678	chr5	145969067	PPP2R2B
NM_145001	chr5	146614578	STK32A
NM_001112724	chr5	146614578	STK32A
NM_001287740	chr5	146614578	STK32A
NM_001271900	chr5	145969066	PPP2R2B
NM_001271948	chr5	145969066	PPP2R2B
NM_181675	chr5	145969066	PPP2R2B
NM_001040006	chr5	145826872	TCERG1
NM_014790	chr5	146965003	JAKMIP2
NM_001270934	chr5	146965003	JAKMIP2
NM_001195290	chr5	147582356	SPINK6
NM_001282282	chr5	146965003	JAKMIP2
NM_001127699	chr5	147443534	SPINK5
NM_001127698	chr5	147443534	SPINK5
NM_006846	chr5	147443534	SPINK5
NR_105057	chr5	147647869	LOC102546294
NM_001040433	chr5	147715121	SPINK9
NM_205841	chr5	147582356	SPINK6
NM_001270941	chr5	146965003	JAKMIP2
NM_001301028	chr5	148521009	ABLIM3
NM_001286410	chr5	147861032	HTR4
NM_001301015	chr5	148521009	ABLIM3
NM_001317987	chr5	148753829	IL17B
NM_001345860	chr5	148521009	ABLIM3
NM_001345858	chr5	148521009	ABLIM3
NM_001301027	chr5	148521009	ABLIM3
NM_001301018	chr5	148521009	ABLIM3
NM_024577	chr5	148361712	SH3TC2
NM_001345861	chr5	148521009	ABLIM3
NM_000870	chr5	147861114	HTR4
NM_001345859	chr5	148521009	ABLIM3
NR_104445	chr5	147861114	HTR4
NM_014945	chr5	148521009	ABLIM3
NM_001040173	chr5	147861114	HTR4
NM_001040172	chr5	147856198	HTR4
NM_000440	chr5	149237518	PDE6A
NM_001172698	chr5	149109814	PPARGC1B
NM_133263	chr5	149109814	PPARGC1B
NM_001172699	chr5	149151502	PPARGC1B
NM_014983	chr5	149380168	HMGXB3
NM_001804	chr5	149546343	CDX1
NM_018047	chr5	150070351	RBM22
NM_015621	chr5	150560612	CCDC69
NM_078483	chr5	150827156	SLC36A1
NM_000171	chr5	151202073	GLRA1
NM_020167	chr5	151771101	NMUR2
NM_001146040	chr5	151202073	GLRA1
NR_109876	chr5	151338458	LINC01933
NM_001292000	chr5	151202073	GLRA1
NM_004045	chr5	151122382	ATOX1
NM_198321	chr5	153570294	GALNT10
NM_015465	chr5	154266975	GEMIN5
NM_001252156	chr5	154266975	GEMIN5
NM_000337	chr5	155753766	SGCD
NM_172244	chr5	155753766	SGCD
NM_001128209	chr5	155753766	SGCD
NM_001172292	chr5	156887026	NIPAL4
NM_001099287	chr5	156887026	NIPAL4
NM_005546	chr5	156607906	ITK
NM_014376	chr5	156696351	CYFIP2
NM_001291721	chr5	156693089	CYFIP2
NM_001146726	chr5	156346292	TIMD4
NM_138379	chr5	156346292	TIMD4
NM_001291722	chr5	156693089	CYFIP2
NM_001037333	chr5	156693089	CYFIP2
NR_109888	chr5	157747711	LOC101927697
NM_001199382	chr5	158584416	RNF145
NM_144726	chr5	158584416	RNF145
NM_001199381	chr5	158584416	RNF145
NM_001199383	chr5	158584416	RNF145
NM_001199380	chr5	158584416	RNF145
NR_109891	chr5	159203781	LINC01847
NM_001130958	chr5	159614373	FABP6
NM_001267035	chr5	159502891	PWWP2A
NM_052927	chr5	159502891	PWWP2A
NM_031908	chr5	159774774	C1QTNF2
NR_132748	chr5	159895257	MIR3142HG
NM_025153	chr5	159990126	ATP10B
NM_001040442	chr5	159626047	FABP6
NM_000813	chr5	160715435	GABRB2
NM_021911	chr5	160715435	GABRB2
NR_126372	chr5	161337467	LINC01202
NR_134280	chr5	166591938	LOC101927908
NM_001080428	chr5	167181940	TENM2
NM_001271946	chr5	168088737	SLIT3
NM_003062	chr5	168088737	SLIT3
NM_004946	chr5	169064250	DOCK2
NM_001129891	chr5	169288309	FAM196B
NM_001346304	chr5	169288309	FAM196B
NM_022897	chr5	170288885	RANBP17
NM_001034837	chr5	169931039	KCNIP1
NM_001278339	chr5	169931039	KCNIP1
NM_001278340	chr5	169931039	KCNIP1
NM_014592	chr5	169931039	KCNIP1
NM_005990	chr5	171469073	STK10
NM_012300	chr5	171288555	FBXW11
NM_033644	chr5	171288555	FBXW11
NM_033645	chr5	171288555	FBXW11
NM_152277	chr5	171636649	UBTD2
NM_001308175	chr5	171752186	SH3PXD2B
NM_001017995	chr5	171760502	SH3PXD2B
NM_001308178	chr5	172068268	NEURL1B
NM_001308177	chr5	172068268	NEURL1B
NM_001168394	chr5	172483354	CREBRF
NM_001168393	chr5	172483354	CREBRF
NM_153607	chr5	172483354	CREBRF
NM_001031711	chr5	172261222	ERGIC1
NM_003714	chr5	172741725	STC2
NM_001142651	chr5	172068268	NEURL1B
NR_108027	chr5	173134601	LINC01484
NR_125806	chr5	173763356	LINC01411
NM_001308196	chr5	175665361	SIMC1
NM_052899	chr5	176022802	GPRIN1
NR_131772	chr5	175665361	SIMC1
NM_198567	chr5	175665361	SIMC1
NM_001265615	chr5	175490711	FAM153B
NM_006650	chr5	175223609	CPLX2
NM_001308195	chr5	175665361	SIMC1
NM_014613	chr5	175875355	FAF2
NM_001308200	chr5	175740147	SIMC1
NM_022455	chr5	176560832	NSD1
NM_003052	chr5	176811431	SLC34A1
NM_001317961	chr5	176332005	UIMC1
NM_172349	chr5	176560079	NSD1
NM_133369	chr5	176237559	UNC5A
NM_016290	chr5	176332005	UIMC1
NM_001199297	chr5	176332005	UIMC1
NM_001199298	chr5	176332005	UIMC1
NM_001190946	chr5	176946789	FAM193B
NR_024019	chr5	176946789	FAM193B
NR_026921	chr5	177045500	LOC202181
NM_001167579	chr5	176811431	SLC34A1
NR_038353	chr5	177433966	FAM153C
NM_173465	chr5	177664616	COL23A1
NM_001323306	chr5	178368191	ZNF454
NM_001257293	chr5	179041178	HNRNPH1
NM_014757	chr5	179159850	MAML1
NM_021599	chr5	178577680	ADAMTS2
NM_001178089	chr5	178368191	ZNF454
NM_001178090	chr5	178368191	ZNF454
NM_182594	chr5	178368191	ZNF454
NM_014244	chr5	178537851	ADAMTS2
NM_005520	chr5	179041178	HNRNPH1
NM_139070	chr5	179660594	MAPK9
NM_001303241	chr5	179921398	CNOT6
NM_001135044	chr5	179673027	MAPK9
NM_175062	chr5	179527794	RASGEF1C
NM_001308244	chr5	179673019	MAPK9
NM_002406	chr5	180217540	MGAT1
NM_001280801	chr5	179382066	RNF130
NM_139068	chr5	179660594	MAPK9
NM_001114620	chr5	180217540	MGAT1
NM_001114619	chr5	180217540	MGAT1
NM_139069	chr5	179660594	MAPK9
NM_018434	chr5	179382066	RNF130
NM_002752	chr5	179660594	MAPK9
NM_001114618	chr5	180217540	MGAT1
NM_001114617	chr5	180217540	MGAT1
NM_152547	chr5	180467224	BTNL9
NM_001294332	chr5	218337	SDHA
NM_004168	chr5	218337	SDHA
NM_052909	chr5	140372	PLEKHG4B
NM_145265	chr5	204874	CCDC127
NM_001330758	chr5	218337	SDHA
NM_001080478	chr5	191625	LRRC14B
NM_013232	chr5	271735	PDCD6
NR_073609	chr5	271735	PDCD6
NM_001267559	chr5	271735	PDCD6
NM_001267558	chr5	271735	PDCD6
NM_001267557	chr5	271735	PDCD6
NM_001267556	chr5	271735	PDCD6
NR_104613	chr5	269670	HRAT5
NR_126522	chr5	441950	EXOC3-AS1
NM_007277	chr5	443333	EXOC3
NR_024158	chr5	470624	PP7080
NR_125375	chr5	473350	LOC100288152
NR_039661	chr5	535954	MIR4456
NM_018140	chr5	612404	CEP72
NR_103444	chr5	602283	LOC100996325
NM_007030	chr5	659976	TPPP
NM_001166260	chr5	892968	TRIP13
NM_024786	chr5	795719	ZDHHC11
NR_134296	chr5	863849	BRD9
NM_001009877	chr5	863849	BRD9
NM_001317951	chr5	863849	BRD9
NM_023924	chr5	863849	BRD9
NM_033120	chr5	1009076	NKD2
NR_104614	chr5	987291	LOC100506688
NR_104615	chr5	987291	LOC100506688
NM_001271082	chr5	1009076	NKD2
NR_039778	chr5	1063010	MIR4635
NM_006598	chr5	1050488	SLC12A7
NR_109911	chr5	1173210	CTD-3080P12.3
NR_039662	chr5	1309424	MIR4457
NM_001003841	chr5	1201709	SLC6A19
NM_001193376	chr5	1253286	TERT
NM_198253	chr5	1253286	TERT
NM_182632	chr5	1225469	SLC6A18
NM_030782	chr5	1317858	CLPTM1L
NR_125810	chr5	1363696	LINC01511
NM_024830	chr5	1461537	LPCAT1
NR_106723	chr5	1510876	MIR6075
NR_003713	chr5	1597671	LOC728613
NR_036240	chr5	1708899	MIR4277
NM_004553	chr5	1801495	NDUFS6
NM_032479	chr5	1798498	MRPL36
NM_001278635	chr5	1877540	IRX4
NM_001278634	chr5	1877540	IRX4
NM_001278633	chr5	1877540	IRX4
NM_001278632	chr5	1877540	IRX4
NR_104602	chr5	1856083	LINC02116
NR_109912	chr5	1887444	CTD-2194D22.4
NM_016358	chr5	1877540	IRX4
NR_104616	chr5	2303833	LOC100506858
NR_145480	chr5	2712704	LSINCT5
NM_001134222	chr5	2746278	IRX2
NM_033267	chr5	2746278	IRX2
NR_136207	chr5	2917967	LOC105374620
NR_104617	chr5	3177948	LINC01377
NR_033898	chr5	3417265	LINC01019
NR_104618	chr5	3496485	LINC01017
NM_024337	chr5	3596167	IRX1
NR_104619	chr5	4773593	LINC02114
NR_134266	chr5	5069304	LINC02121
NR_026994	chr5	5034471	LINC01020
NR_109915	chr5	5132197	CTD-2297D10.2
NM_015325	chr5	5422785	ICE1
NR_028351	chr5	6310553	LINC02145
NM_032286	chr5	6372038	MED10
NM_001145161	chr5	6448735	UBE2QL1
NM_001324322	chr5	6633434	SRD5A1
NR_037947	chr5	6599351	NSUN2
NM_001324323	chr5	6633434	SRD5A1
NM_017755	chr5	6599351	NSUN2
NR_024423	chr5	6582248	LINC01018
NR_024424	chr5	6583388	LINC01018
NM_001193455	chr5	6599351	NSUN2
NM_001047	chr5	6633434	SRD5A1
NR_136739	chr5	6633434	SRD5A1
NR_103771	chr5	6686437	LINC02102
NM_001171806	chr5	6746100	PAPD7
NM_001171805	chr5	6714717	PAPD7
NM_006999	chr5	6714717	PAPD7
NR_036242	chr5	6827965	MIR4278
NR_039659	chr5	7269415	MIR4454
NR_033906	chr5	7301442	LOC442132
NR_134277	chr5	7347098	LINC02123
NM_001089584	chr5	7830490	C5orf49
NM_002454	chr5	7869216	MTRR
NM_024010	chr5	7869216	MTRR
NR_134480	chr5	7869216	MTRR
NR_134481	chr5	7869216	MTRR
NR_134482	chr5	7869216	MTRR
NR_039989	chr5	8457799	MIR4458HG
NR_039663	chr5	8461037	MIR4458
NR_109932	chr5	8839843	LINC02199
NR_039779	chr5	9053927	MIR4636
NR_003689	chr5	9548938	SNORD123
NR_045196	chr5	9546311	SNHG18
NR_109935	chr5	9511444	SEMA5A-AS1
NM_019599	chr5	9629108	TAS2R1
NM_001306153	chr5	10250032	CCT5
NM_199133	chr5	10225619	FAM173B
NM_001258389	chr5	10225619	FAM173B
NM_001258388	chr5	10225619	FAM173B
NM_001306154	chr5	10250032	CCT5
NM_012073	chr5	10250032	CCT5
NM_001306156	chr5	10250648	CCT5
NM_138809	chr5	10277706	CMBL
NR_047670	chr5	10225619	FAM173B
NR_047669	chr5	10225619	FAM173B
NR_047668	chr5	10225619	FAM173B
NM_001306155	chr5	10250648	CCT5
NR_102746	chr5	10440846	ROPN1L-AS1
NM_001201466	chr5	10441973	ROPN1L
NM_031916	chr5	10441973	ROPN1L
NR_106747	chr5	10478148	MIR6131
NR_104606	chr5	10493638	LOC101929412
NR_134290	chr5	10505101	LOC389273
NR_134289	chr5	10505101	LOC389273
NR_039659	chr5	12667970	MIR4454
NM_019018	chr5	14581890	FAM105A
NR_132980	chr5	14652386	SNORD141A
NR_132981	chr5	14652386	SNORD141B
NR_046285	chr5	14712802	LOC100130744
NR_039780	chr5	14826037	MIR4637
NR_109945	chr5	15602297	CTD-2350J17.1
NR_030616	chr5	15935290	MIR887
NM_019000	chr5	16473146	FAM134B
NM_033414	chr5	16451627	ZNF622
NR_109946	chr5	16616034	LOC101929524
NM_006317	chr5	17217669	BASP1
NM_001271606	chr5	17216931	BASP1
NR_033975	chr5	17379014	LINC02111
NR_134271	chr5	17444118	LOC102723526
NR_134273	chr5	17436845	LOC101929544
NR_134270	chr5	17444118	LOC102723526
NR_134287	chr5	17807382	LOC646241
NR_027027	chr5	21459588	GUSBP1
NR_132787	chr5	21884562	SNORA105A
NR_132788	chr5	21884562	SNORA105B
NM_020227	chr5	23507717	PRDM9
NM_001310214	chr5	23507763	PRDM9
NR_037896	chr5	24835388	LOC340107
NR_038848	chr5	27472398	LINC01021
NR_134265	chr5	28286495	LINC02103
NR_033961	chr5	28926976	LSP1P3
NR_109948	chr5	29065350	LOC101929645
NR_130777	chr5	29143609	LINC02109
NR_104628	chr5	29380195	LINC02064
NR_134264	chr5	29880666	LOC105374704
NM_018356	chr5	31532372	C5orf22
NR_134298	chr5	31532372	C5orf22
NR_036241	chr5	31936207	MIR4279
NM_022130	chr5	32124823	GOLPH3
NR_030305	chr5	32394483	MIR579
NM_006713	chr5	32585604	SUB1
NR_033832	chr5	32947548	LINC02120
NM_001258437	chr5	33440801	TARS
NM_001258438	chr5	33440881	TARS
NR_047676	chr5	33440881	TARS
NR_047677	chr5	33440881	TARS
NM_152295	chr5	33440881	TARS
NR_047678	chr5	33440881	TARS
NM_016568	chr5	33936490	RXFP3
NM_014324	chr5	33987090	AMACR
NM_181435	chr5	34017962	C1QTNF3
NM_001297417	chr5	33951510	SLC45A2
NM_030945	chr5	34017962	C1QTNF3
NM_203382	chr5	33987090	AMACR
NM_001167595	chr5	33987090	AMACR
NR_106988	chr5	34802422	MIR7641-2
NM_001012339	chr5	34929697	DNAJC21
NR_026591	chr5	34905365	RAD1
NM_002853	chr5	34905365	RAD1
NM_018321	chr5	34915819	BRIX1
NM_194283	chr5	34929697	DNAJC21
NM_031900	chr5	34998205	AGXT2
NM_001306173	chr5	34998205	AGXT2
NM_001204316	chr5	35048860	PRLR
NM_001204317	chr5	35048860	PRLR
NM_001204318	chr5	35048860	PRLR
NR_037910	chr5	35048860	PRLR
NM_001204315	chr5	35065190	PRLR
NM_001204314	chr5	35055801	PRLR
NR_120485	chr5	35856976	IL7R
NM_002185	chr5	35856976	IL7R
NR_104630	chr5	35938902	LOC100506406
NM_152404	chr5	35953190	UGT3A1
NM_001171873	chr5	35960857	UGT3A1
NM_001007527	chr5	36103413	LMBRD2
NR_030306	chr5	36147993	MIR580
NM_001287340	chr5	36192690	NADK2
NM_001323276	chr5	36250713	RANBP3L
NM_001323280	chr5	36250713	RANBP3L
NM_001323278	chr5	36247020	RANBP3L
NM_001323279	chr5	36247020	RANBP3L
NM_001161429	chr5	36247020	RANBP3L
NM_153013	chr5	36192690	NADK2
NM_001323275	chr5	36247020	RANBP3L
NM_001323274	chr5	36250713	RANBP3L
NM_001323273	chr5	36247020	RANBP3L
NM_001323277	chr5	36250713	RANBP3L
NM_145000	chr5	36247020	RANBP3L
NM_001085411	chr5	36192690	NADK2
NM_001287341	chr5	36192690	NADK2
NM_004172	chr5	36606456	SLC1A3
NM_001166696	chr5	36606456	SLC1A3
NM_001166695	chr5	36606456	SLC1A3
NM_001289939	chr5	36606456	SLC1A3
NM_001289940	chr5	36606456	SLC1A3
NR_046262	chr5	36871462	NIPBL-AS1
NR_134263	chr5	37249147	LOC105374727
NM_000514	chr5	37812778	GDNF
NM_001190469	chr5	37812778	GDNF
NM_001190468	chr5	37812778	GDNF
NM_001278098	chr5	37812778	GDNF
NM_199231	chr5	37812778	GDNF
NR_103442	chr5	37870008	GDNF-AS1
NM_001278094	chr5	37873526	GDNF-AS1
NR_145476	chr5	37839985	GDNF-AS1
NR_103441	chr5	37840539	GDNF-AS1
NR_134262	chr5	37948592	LINC02110
NR_134272	chr5	38148581	LINC02119
NR_102749	chr5	38400552	EGFLAM-AS2
NR_046219	chr5	38282370	EGFLAM-AS4
NR_102750	chr5	38399915	EGFLAM-AS2
NM_182801	chr5	38445577	EGFLAM
NR_037423	chr5	38557603	MIR3650
NR_103553	chr5	38556887	LIFR-AS1
NR_104631	chr5	38710468	LINC01265
NM_001168355	chr5	38845959	OSMR
NM_001323507	chr5	38845959	OSMR
NM_001323504	chr5	38846100	OSMR
NM_001244871	chr5	39371775	DAB2
NM_001343	chr5	39371775	DAB2
NR_104632	chr5	39520532	LINC02104
NR_104633	chr5	40052392	LINC00603
NM_012382	chr5	40711677	TTC33
NM_000958	chr5	40680031	PTGER4
NR_037665	chr5	40825364	LOC100506548
NR_002583	chr5	40832757	SNORD72
NM_032587	chr5	40841409	CARD6
NM_000997	chr5	40831429	RPL37
NM_000587	chr5	40909353	C7
NM_012176	chr5	41925355	FBXO4
NR_046635	chr5	41870131	OXCT1-AS1
NM_033484	chr5	41925355	FBXO4
NM_175921	chr5	41904445	C5orf51
NM_001297437	chr5	41925353	FBXO4
NR_104635	chr5	42155934	LOC101926960
NR_104636	chr5	42155934	LOC101926960
NM_005410	chr5	42799981	SELENOP
NM_001085486	chr5	42799981	SELENOP
NM_001134848	chr5	42756919	CCDC152
NM_001093726	chr5	42799981	SELENOP
NR_034086	chr5	43014830	LOC648987
NR_104649	chr5	43014830	LOC648987
NR_104650	chr5	43014830	LOC648987
NR_104651	chr5	43014830	LOC648987
NR_034085	chr5	43016149	LOC648987
NM_001014279	chr5	43039181	ANXA2R
NR_015447	chr5	43042235	LOC153684
NR_034127	chr5	43065288	LOC100132356
NR_102752	chr5	43067124	LOC100506639
NM_001324223	chr5	43287571	HMGCS1
NM_001324222	chr5	43287571	HMGCS1
NM_001324219	chr5	43287571	HMGCS1
NM_001324224	chr5	43287571	HMGCS1
NM_001324220	chr5	43287571	HMGCS1
NM_001098272	chr5	43287571	HMGCS1
NM_002130	chr5	43287571	HMGCS1
NM_001330663	chr5	43287571	HMGCS1
NM_022483	chr5	43444353	TMEM267
NM_198566	chr5	43486802	C5orf34
NR_073113	chr5	43573286	NNT-AS1
NM_183323	chr5	43526369	PAIP1
NM_006451	chr5	43526369	PAIP1
NM_182789	chr5	43526369	PAIP1
NM_004465	chr5	44305096	FGF10
NR_108034	chr5	44388833	FGF10-AS1
NR_131946	chr5	44495245	BRCAT107
NR_109862	chr5	44744429	BRCAT54
NR_109863	chr5	44744429	BRCAT54
NR_109864	chr5	44744429	BRCAT54
NR_109865	chr5	44744429	BRCAT54
NM_016640	chr5	44809026	MRPS30
NM_198449	chr5	49692030	EMB
NR_104653	chr5	50265050	LINC02106
NR_046243	chr5	50668570	LOC642366
NM_002202	chr5	50678957	ISL1
NM_015946	chr5	52083773	PELO
NM_004531	chr5	52391508	MOCS2
NR_034107	chr5	52405671	LOC257396
NR_104654	chr5	52405671	LOC257396
NM_176806	chr5	52391508	MOCS2
NM_006350	chr5	52776263	FST
NM_013409	chr5	52776263	FST
NR_030307	chr5	53247333	MIR581
NR_039664	chr5	53371347	MIR4459
NR_126379	chr5	53616773	LINC01033
NM_052870	chr5	53813592	SNX18
NM_001145427	chr5	53813588	SNX18
NM_006308	chr5	53751430	HSPB3
NM_001102575	chr5	53813592	SNX18
NR_104659	chr5	53955986	LOC102467080
NM_007036	chr5	54273694	ESM1
NM_001135604	chr5	54273694	ESM1
NM_002104	chr5	54320106	GZMK
NR_104662	chr5	54317126	LOC102467081
NM_001306198	chr5	54455945	GPX8
NM_001306197	chr5	54455945	GPX8
NR_031572	chr5	54468089	MIR449C
NM_006144	chr5	54398473	GZMA
NM_001306201	chr5	54455945	GPX8
NM_001008397	chr5	54455945	GPX8
NM_001145734	chr5	54408798	CDC20B
NM_001170402	chr5	54408798	CDC20B
NM_152623	chr5	54408798	CDC20B
NR_131336	chr5	54455945	GPX8
